序号,转换后JH,JX,dy➗dx
21864,BX457,45.4,0.045076283
21865,BX457,46.7,0.045060659
21866,BX457,46.4,-0.01039141
21867,BX457,45.4,-0.034638033
21868,BX457,44.1,-0.044967139
21869,BX457,44.2,0.003467406
21870,BX457,45.9,0.058986815
21871,BX457,45.4,-0.017367141
21872,BX457,44.5,-0.031195841
21873,BX457,45.3,0.027729636
21874,BX457,46.2,0.031152648
21875,BX457,46.1,-0.003465003
21876,BX457,45.1,-0.034782609
21877,BX457,45.2,0.003462604
21878,BX457,45.5,0.010409438
21879,BX457,44.7,-0.027662517
21880,BX457,44.1,-0.02078282
21881,BX457,45.5,0.048459675
21882,BX457,46,0.017313019
21883,BX457,45.2,-0.027729636
21884,BX457,44.6,-0.020920502
21885,BX457,45.7,0.036900369
21886,BX457,45.6,-0.003461405
21887,BX457,44.9,-0.024297119
21888,BX457,44.9,0
21889,BX457,43.7,-0.041681139
21890,BX457,43.2,-0.017361111
21891,BX457,42.2,-0.034614053
21892,BX457,41.6,-0.020775623
21893,BX457,42.4,0.027710426
21894,BX457,42.45,0.003717472
21895,BX457,42.5,0.003244646
21896,BX457,42.39,-0.010367578
21897,BX457,42.2,-0.010393873
21898,BX457,41.8,-0.013836043
21899,BX457,41.4,-0.01384083
21900,BX457,41.8,0.013826478
21901,BX457,41.8,0
21902,BX457,41.8,0
21903,BX457,41.72,-0.006535948
21904,BX457,41.6,-0.007181329
21905,BX457,41.51,-0.0036
21906,BX457,41.5,-0.002583979
21907,BX457,41.5,0
21908,BX458,0,0.015461997
21909,BX458,0.21,0.011111111
21910,BX458,0.18,-0.001070664
21911,BX458,0.18,0
21912,BX458,0.25,0.002477876
21913,BX458,0.25,0
21914,BX458,0.16,-0.003207413
21915,BX458,0.21,0.001775568
21916,BX458,0.24,0.001057082
21917,BX458,0.24,0
21918,BX458,0.26,0.000695652
21919,BX458,0.15,-0.00382875
21920,BX458,0.18,0.001049685
21921,BX458,0.21,0.001052262
21922,BX458,0.36,0.005255781
21923,BX458,0.2,-0.005629838
21924,BX458,0.16,-0.001404494
21925,BX458,0.25,0.003156787
21926,BX458,0.57,0.01122807
21927,BX458,0.98,0.014380919
21928,BX458,0.82,-0.005604203
21929,BX458,0.97,0.005210142
21930,BX458,0.7,-0.010448916
21931,BX458,0.8,0.003503854
21932,BX458,0.8,0
21933,BX458,0.8,0
21934,BX458,0.7,-0.003508772
21935,BX458,0.7,0
21936,BX458,0.6,-0.003510004
21937,BX458,0.6,0
21938,BX458,0.7,0.003517411
21939,BX458,0.7,0
21940,BX458,0.7,0
21941,BX458,0.8,0.003471017
21942,BX458,0.9,0.003473428
21943,BX458,1.1,0.007039775
21944,BX458,1.3,0.00678196
21945,BX458,2,0.024621878
21946,BX458,3,0.035816619
21947,BX458,2.9,-0.003415301
21948,BX458,3,0.003489184
21949,BX458,3,0
21950,BX458,1.9,-0.038610039
21951,BX458,1.8,-0.00348675
21952,BX458,1.9,0.01039501
21953,BX458,2,0.003503854
21954,BX458,2.2,0.006951686
21955,BX458,2.5,0.015731515
21956,BX458,1.8,-0.024441341
21957,BX458,0.8,-0.03500175
21958,BX458,0.7,-0.003495281
21959,BX458,0.8,0.003485535
21960,BX458,1,0.007017544
21961,BX458,1.6,0.021015762
21962,BX458,2.1,0.017452007
21963,BX458,2,-0.003495281
21964,BX458,2,0
21965,BX458,2.3,0.010438413
21966,BX458,2.4,0.003506311
21967,BX458,2.6,0.006927607
21968,BX458,2.5,-0.003466205
21969,BX458,2.5,0
21970,BX458,2.7,0.020833333
21971,BX458,3,0.030991736
21972,BX458,4.1,0.113285273
21973,BX458,5.3,0.12371134
21974,BX458,6.1,0.082474227
21975,BX458,7.3,0.126582278
21976,BX458,8.9,0.165975104
21977,BX458,10.4,0.155925156
21978,BX458,12.5,0.220125786
21979,BX458,13.6,0.115667718
21980,BX458,14.9,0.137130802
21981,BX458,15,0.010582011
21982,BX458,16.2,0.041450777
21983,BX458,16.4,0.020790021
21984,BX458,19.1,0.14025974
21985,BX458,19.7,0.063291139
21986,BX458,20.1,0.020855057
21987,BX458,20.4,0.010013351
21988,BX458,21.1,0.024407252
21989,BX458,21.6,0.017513135
21990,BX458,22.3,0.024441341
21991,BX458,23.1,0.027787426
21992,BX458,23.7,0.021037868
21993,BX458,23.8,0.003508772
21994,BX458,23.8,0
21995,BX458,24,0.007037298
21996,BX458,24.1,0.003466205
21997,BX458,23.8,-0.010478519
21998,BX458,23.4,-0.013947001
21999,BX458,23.3,-0.003518649
22000,BX458,24,0.024578652
22001,BX458,24.7,0.02443281
22002,BX458,26.2,0.052264808
22003,BX458,26.4,0.00700035
22004,BX458,27.3,0.031206657
22005,BX458,27.2,-0.003507541
22006,BX458,27.1,-0.003510004
22007,BX458,27.1,0
22008,BX458,26.6,-0.017476407
22009,BX458,26.9,0.010438413
22010,BX458,27.3,0.013986014
22011,BX458,27.5,0.007015082
22012,BX458,27.5,0
22013,BX458,27.6,0.003503854
22014,BX458,28.6,0.040584416
22015,BX458,27.1,-0.078698846
22016,BX458,26.2,-0.095846645
22017,BX458,25.1,-0.057682223
22018,BX458,25,-0.010570825
22019,BX458,25,0
22020,BX458,25,0
22021,BX458,24.3,-0.024415766
22022,BX458,24.3,0
22023,BX458,24.1,-0.006968641
22024,BX458,23.7,-0.01394214
22025,BX458,23.4,-0.010522624
22026,BX458,23.1,-0.010431154
22027,BX458,22.8,-0.010456605
22028,BX458,22.1,-0.024647887
22029,BX458,21.8,-0.010471204
22030,BX458,21.2,-0.020862309
22031,BX458,20.5,-0.036706869
22032,BX458,20.7,0.010649627
22033,BX458,23.12,0.084733894
22034,BX458,24.57,0.075995807
22035,BX458,25.41,0.02940147
22036,BX458,25.76,0.036082474
22037,BX458,25.89,0.013584117
22038,BX458,25.98,0.004759387
22039,BX458,25.27,-0.03711448
22040,BX458,24.92,-0.018363064
22041,BX458,24.84,-0.004197272
22042,BX458,24.09,-0.03914405
22043,BX458,25.49,0.047716428
22044,BX458,26.46,0.053326003
22045,BX458,25.89,-0.03012685
22046,BX458,26.73,0.029463346
22047,BX458,26.15,-0.028712871
22048,BX458,26.02,-0.004528039
22049,BX458,25.27,-0.026187151
22050,BX458,24.09,-0.04124432
22051,BX458,22.77,-0.046397188
22052,BX458,22.11,-0.023125438
22053,BX458,21.71,-0.013961606
22054,BX458,21.75,0.006861063
22055,BX458,21.89,0.006153846
22056,BX458,22.02,0.004504505
22057,BX458,21.93,-0.009513742
22058,BX458,21.93,0
22059,BX458,22.2,0.022978723
22060,BX458,22.11,-0.003119584
22061,BX458,22.11,0
22062,BX458,21.89,-0.007670851
22063,BX458,22.02,0.004493605
22064,BX458,21.85,-0.005960729
22065,BX458,21.98,0.004513889
22066,BX458,21.63,-0.014625992
22067,BX458,21.63,0
22210,BX683,0,0.005510828
22211,BX683,0.16,0.008738394
22212,BX683,0.09,-0.002511661
22213,BX683,0.03,-0.002143623
22214,BX683,0.09,0.002147459
22215,BX683,0.08,-0.000356252
22216,BX683,0.04,-0.001427042
22217,BX683,0.16,0.004288778
22218,BX683,0.14,-0.000722804
22219,BX683,0.02,-0.004285714
22220,BX683,0.37,0.012589928
22221,BX683,0.26,-0.003934192
22222,BX683,0.1,-0.006441224
22223,BX683,0.2,0.003581662
22224,BX683,0.1,-0.003473428
22225,BX683,0.1,0
22226,BX683,0.2,0.003441156
22227,BX683,0.2,0
22228,BX683,0.3,0.005159959
22229,BX683,0.2,-0.005162623
22230,BX683,0.2,0
22231,BX683,0.3,0.003454231
22232,BX683,0.3,0
22233,BX683,0.4,0.003484321
22234,BX683,0.5,0.003450656
22235,BX683,0.6,0.003449465
22236,BX683,0.6,0
22237,BX683,0.5,-0.003469813
22238,BX683,0.5,0
22239,BX683,0.5,0
22240,BX683,0.4,-0.003479471
22241,BX683,0.4,0
22242,BX683,0.4,0
22243,BX683,0.4,0
22244,BX683,0.4,0
22245,BX683,0.4,0
22246,BX683,0.4,0
22247,BX683,0.3,-0.003481894
22248,BX683,0.3,0
22249,BX683,0.3,0
22250,BX683,0.3,0
22251,BX683,0.3,0
22252,BX683,0.4,0.003442341
22253,BX683,0.5,0.003448276
22254,BX683,0.4,-0.003457815
22255,BX683,0.6,0.006901311
22256,BX683,0.7,0.003402518
22257,BX683,0.8,0.003466205
22258,BX683,1,0.006889425
22259,BX683,1.6,0.020675396
22260,BX683,1.9,0.010384216
22261,BX683,1.7,-0.006896552
22262,BX683,1.5,-0.006932409
22263,BX683,0.8,-0.024407252
22264,BX683,1.1,0.010460251
22265,BX683,1.3,0.006903693
22266,BX683,1.4,0.003468609
22267,BX683,1.5,0.003485535
22268,BX683,0.9,-0.020703934
22269,BX683,0.9,0
22270,BX683,1.1,0.006934813
22271,BX683,1.6,0.017265193
22272,BX683,2,0.013807387
22273,BX683,2.4,0.013855213
22274,BX683,2.2,-0.00691085
22275,BX683,2.9,0.023817625
22276,BX683,2.9,0
22277,BX683,2.6,-0.010420285
22278,BX683,2.9,0.010359116
22279,BX683,2.8,-0.003457815
22280,BX683,2.8,0
22281,BX683,3,0.006896552
22282,BX683,3.6,0.020625645
22283,BX683,3.73,0.01344364
22284,BX683,3.74,0.005847953
22285,BX683,3.8,0.00754717
22286,BX683,3.9,0.010362694
22287,BX683,4.3,0.041450777
22288,BX683,4.8,0.051706308
22289,BX683,5.9,0.114583333
22290,BX683,6.63,0.075883576
22291,BX683,7.26,0.065352697
22292,BX683,7.9,0.066115702
22293,BX683,9.4,0.154004107
22294,BX683,10.6,0.125
22295,BX683,12.1,0.15560166
22296,BX683,13.5,0.145833333
22297,BX683,15,0.15560166
22298,BX683,16.4,0.145228216
22299,BX683,18.2,0.19088017
22300,BX683,19.8,0.166666667
22301,BX683,21,0.123966942
22302,BX683,22.5,0.156739812
22303,BX683,23.4,0.093457944
22304,BX683,23.7,0.030927835
22305,BX683,24,0.031055901
22306,BX683,24.4,0.041580042
22307,BX683,24.7,0.030991736
22308,BX683,25.1,0.041493776
22309,BX683,25.8,0.036307054
22310,BX683,26.2,0.041322314
22311,BX683,26.3,0.005197505
22312,BX683,26.3,0
22313,BX683,26.5,0.010531859
22314,BX683,27.1,0.020790021
22315,BX683,27.8,0.02412961
22316,BX683,28,0.010476689
22317,BX683,28,0
22318,BX683,28.4,0.020811655
22319,BX683,29,0.031023785
22320,BX683,29.4,0.020671835
22321,BX683,29.6,0.020682523
22322,BX683,29.5,-0.010362694
22323,BX683,29.7,0.020746888
22324,BX683,29.8,0.010416667
22325,BX683,29.1,-0.034947579
22326,BX683,29.1,0
22327,BX683,29.2,0.010351967
22328,BX683,29.5,0.030959752
22329,BX683,29.7,0.020790021
22330,BX683,30.2,0.052687039
22331,BX683,30.5,0.030959752
22332,BX683,30.6,0.010319917
22333,BX683,29.3,-0.134436401
22334,BX683,28.4,-0.093071355
22335,BX683,28.4,0
22336,BX683,28.4,0
22337,BX683,29.4,0.051894136
22338,BX683,29.9,0.051759834
22339,BX683,30.6,0.073452256
22340,BX683,30.7,0.010438413
22341,BX683,29.7,-0.103950104
22342,BX683,28.7,-0.105932203
22343,BX683,28.7,0
22344,BX683,28.9,0.020639835
22345,BX683,29.2,0.031023785
22346,BX683,29.4,0.020661157
22347,BX683,29.6,0.020682523
22348,BX683,29.9,0.031055901
22349,BX683,30.2,0.031512605
22350,BX683,30.6,0.041407867
22351,BX683,31,0.041493776
22352,BX683,30.7,-0.031023785
22353,BX683,30.6,-0.010362694
22354,BX683,30.7,0.010537408
22355,BX683,30.8,0.010427529
22356,BX683,31.4,0.061983471
22357,BX683,31.8,0.041450777
22358,BX683,32.3,0.051599587
22359,BX683,32.8,0.05186722
22360,BX683,33.3,0.051813472
22361,BX683,33.9,0.0625
22362,BX683,34.1,0.008580009
22363,BX683,33.3,-0.027797081
22364,BX683,33.5,0.01056524
22365,BX683,33.3,-0.006968641
22366,BX683,33.1,-0.006887052
22367,BX683,33,-0.003456619
22368,BX683,32.8,-0.006920415
22369,BX683,32.6,-0.006908463
22370,BX683,32,-0.020696792
22371,BX683,31.7,-0.010362694
22372,BX683,31.1,-0.020898642
22373,BX683,31.8,0.024229837
22374,BX683,32.7,0.092497431
22375,BX683,33.2,0.051706308
22376,BX683,33.7,0.051546392
22377,BX683,34.8,0.113753878
22378,BX683,36.2,0.146596859
22379,BX683,38.4,0.227743271
22380,BX683,39.8,0.145228216
22381,BX683,41.3,0.158394931
22382,BX683,43.2,0.197916667
22383,BX683,43.5,0.031023785
22384,BX683,44.2,0.072614108
22385,BX683,45.5,0.137420719
22386,BX683,47.4,0.19895288
22387,BX683,48,0.062240664
22388,BX683,50.2,0.23255814
22389,BX683,50.5,0.031185031
22390,BX683,50.4,-0.010351967
22391,BX683,51.2,0.083160083
22392,BX683,51.9,0.073145246
22393,BX683,53.4,0.15576324
22394,BX683,54.7,0.134994808
22395,BX683,55.29,0.129102845
22396,BX683,55.9,0.127083333
22397,BX683,57,0.113989637
22398,BX683,57.9,0.093360996
22399,BX683,59,0.115183246
22400,BX683,60.2,0.124352332
22401,BX683,61.1,0.093457944
22402,BX683,61.4,0.031088083
22403,BX683,61.5,0.01048218
22404,BX683,61.5,0
22405,BX683,61.4,-0.01059322
22406,BX683,61.4,0
22407,BX683,61.5,0.010548523
22408,BX683,62.2,0.071721311
22409,BX683,63,0.082901554
22410,BX683,64,0.105374078
22411,BX683,64.5,0.051813472
22412,BX683,64.4,-0.005184033
22413,BX683,64.5,0.01039501
22414,BX683,64.4,-0.005197505
22415,BX683,64.3,-0.005238345
22416,BX683,64.3,0
22417,BX683,64.3,0
22418,BX683,64.7,0.024752475
22419,BX683,65.31,0.063343718
22420,BX683,65.81,0.05186722
22421,BX683,66.1,0.029713115
22422,BX683,66.1,0
22423,BX683,66.4,0.015625
22424,BX683,66.9,0.025866529
22425,BX683,66.9,0
22426,BX683,67.1,0.021008403
22427,BX683,67.4,0.031023785
22428,BX683,67.2,-0.021052632
22429,BX683,66.9,-0.031055901
22430,BX683,66.9,0
22431,BX683,67.1,0.010504202
22432,BX683,67.2,0.010582011
22433,BX683,67.1,-0.010660981
22434,BX683,67.1,0
22435,BX683,67,-0.01039501
22436,BX683,66.6,-0.020953379
22437,BX683,66.4,-0.010357328
22438,BX683,66.1,-0.015641293
22439,BX683,66.3,0.010373444
22440,BX683,66.4,0.010493179
22441,BX683,66.8,0.021493821
22442,BX683,66.8,0
22443,BX683,67.2,0.020920502
22444,BX683,67.6,0.020714656
22445,BX683,68.2,0.020725389
22446,BX683,68.5,0.015584416
22447,BX683,68.88,0.020708447
22448,BX683,68.9,0.022988506
22449,BX683,67.95,-0.099372385
22450,BX683,67.24,-0.036863967
22451,BX683,66.6,-0.066875653
22452,BX683,65.14,-0.050554017
22453,BX683,64.95,-0.006574394
22454,BX683,65.24,0.010034602
22455,BX683,65.5,0.013408974
22456,BX683,65.89,0.020291363
22457,BX683,66.07,0.009302326
22458,BX683,65.44,-0.021799308
22459,BX683,64.62,-0.028305143
22460,BX683,65.1,0.016678249
22461,BX683,65.51,0.021309771
22462,BX683,66.4,0.030817175
22463,BX683,66.77,0.013770004
22464,BX683,66.8,0.016042781
22465,BX683,66.7,-0.005221932
22466,BX683,66.7,0
22467,BX683,66.7,0
22468,BX683,66.7,0
22767,BX697,0,0.014681928
22768,BX697,0.26,0.019908116
22769,BX697,0.33,0.002428869
22770,BX697,0.46,0.004727273
22771,BX697,0.49,0.001096091
22772,BX697,0.62,0.004725554
22773,BX697,0.6,-0.000717618
22774,BX697,0.49,-0.003959683
22775,BX697,0.63,0.005061461
22776,BX697,0.36,-0.00972973
22777,BX697,0.51,0.005292872
22778,BX697,0.6,0.003201708
22779,BX697,0.5,-0.015873016
22780,BX697,0.4,-0.00348675
22781,BX697,0.2,-0.006995453
22782,BX697,0.2,0
22783,BX697,0.3,0.003472222
22784,BX697,0.2,-0.003485535
22785,BX697,0.3,0.003485535
22786,BX697,0.4,0.003467406
22787,BX697,0.6,0.006894174
22788,BX697,0.7,0.003475843
22789,BX697,0.8,0.003479471
22790,BX697,1,0.006946857
22791,BX697,1.2,0.00691085
22792,BX697,1,-0.006934813
22793,BX697,0.8,-0.006990563
22794,BX697,0.7,-0.003447087
22795,BX697,0.5,-0.006922811
22796,BX697,0.6,0.003467406
22797,BX697,0.5,-0.003481894
22798,BX697,0.6,0.003469813
22799,BX697,1.1,0.017235436
22800,BX697,1.4,0.01035554
22801,BX697,1.3,-0.003484321
22802,BX697,1.3,0
22803,BX697,1.3,0
22804,BX697,1.5,0.006887052
22805,BX697,1.8,0.010373444
22806,BX697,2.1,0.010384216
22807,BX697,2.2,0.003441156
22808,BX697,2,-0.006918021
22809,BX697,2.1,0.003467406
22810,BX697,2,-0.003462604
22811,BX697,2.1,0.003519887
22812,BX697,2,-0.003448276
22813,BX697,2.5,0.051706308
22814,BX697,2.5,0
22815,BX697,2.6,0.010362694
22816,BX697,3.4,0.082901554
22817,BX697,4.3,0.094240838
22818,BX697,5,0.072388831
22819,BX697,6.3,0.135983264
22820,BX697,7.9,0.165460186
22821,BX697,9.2,0.134715026
22822,BX697,10.6,0.145530146
22823,BX697,11.2,0.062565172
22824,BX697,12.5,0.134436401
22825,BX697,13.6,0.114226376
22826,BX697,15.2,0.165289256
22827,BX697,16,0.082730093
22828,BX697,19.2,0.110688343
22829,BX697,19.1,-0.003432887
22830,BX697,19.4,0.010323469
22831,BX697,21.1,0.059212818
22832,BX697,21.2,0.003468609
22833,BX697,22.9,0.059254096
22834,BX697,24.5,0.055904962
22835,BX697,24.7,0.006887052
22836,BX697,24.9,0.006930007
22837,BX697,24.3,-0.02084057
22838,BX697,24.2,-0.003456619
22839,BX697,25,0.027662517
22840,BX697,25.2,0.006927607
22841,BX697,24.6,-0.020855057
22842,BX697,24,-0.02073255
22843,BX697,23.9,-0.003471017
22844,BX697,24.1,0.006954103
22845,BX697,23.9,-0.00694927
22846,BX697,24.1,0.006920415
22847,BX697,24.1,0
22848,BX697,24.1,0
22849,BX697,24.1,0
22850,BX697,23.6,-0.017349063
22851,BX697,23.7,0.003451847
22852,BX697,23.8,0.003471017
22853,BX697,22.7,-0.038101836
22854,BX697,23,0.010319917
22855,BX697,23,0
22856,BX697,23.4,0.013788349
22857,BX697,25.2,0.062391681
22858,BX697,24.5,-0.024313998
22859,BX697,23.4,-0.059945504
22860,BX697,25.2,0.062090376
22861,BX697,24.7,-0.017464198
22862,BX697,24.8,0.003473428
22863,BX697,26.7,0.065857886
22864,BX697,26.2,-0.017307027
22865,BX697,25.9,-0.010334137
22866,BX697,26,0.003449465
22867,BX697,27.9,0.065653075
22868,BX697,27.3,-0.020768432
22869,BX697,26.8,-0.017211704
22870,BX697,26.1,-0.024096386
22871,BX697,26,-0.003467406
22872,BX697,25.5,-0.017307027
22873,BX697,26.1,0.020949721
22874,BX697,25.7,-0.013981125
22875,BX697,25.7,0
22876,BX697,25.89,0.032040472
22877,BX697,26.6,0.030990834
22878,BX697,26.7,0.003480682
22879,BX697,25.9,-0.027768136
22880,BX697,26.1,0.006934813
22881,BX697,26.6,0.017241379
22882,BX697,26,-0.020725389
22883,BX697,25.7,-0.01039501
22884,BX697,27.2,0.051759834
22885,BX697,26.7,-0.017325017
22886,BX697,26,-0.024162927
22887,BX697,25.7,-0.010369858
22888,BX697,24.7,-0.034566194
22889,BX697,24,-0.024364775
22890,BX697,23.2,-0.028459623
22891,BX697,22.3,-0.047046524
22892,BX697,23.8,0.0782881
22893,BX697,24,0.010416667
22894,BX697,24.2,0.006946857
22895,BX697,23.3,-0.046875
22896,BX697,24.5,0.062728698
22897,BX697,24.1,-0.013956734
22898,BX697,24.8,0.024390244
22899,BX697,24.5,-0.015641293
22900,BX697,26.24,0.090814196
22901,BX697,26.2,-0.002085506
22902,BX697,25.4,-0.027845458
22903,BX697,25.1,-0.015649452
22904,BX697,24.7,-0.020898642
22905,BX697,23.2,-0.052374302
22906,BX697,23.6,0.02093145
22907,BX697,24.92,0.066033017
22908,BX697,25.5,0.066285714
22909,BX697,25.5,0
22910,BX697,24.6,-0.031413613
22911,BX697,23.6,-0.052219321
22912,BX697,24.3,0.024347826
22913,BX697,24.1,-0.010460251
22914,BX697,25.5,0.073260073
22915,BX697,26,0.02617801
22916,BX697,25,-0.052083333
22917,BX697,24.08,-0.032100488
22918,BX697,25.8,0.059993024
22919,BX697,26.1,0.010413051
22920,BX697,25.5,-0.020768432
22921,BX697,25.5,0
22922,BX697,25.5,0
22923,BX697,25.5,0
22924,BX697,25.4,-0.003466205
22925,BX697,25.4,0
22926,BX697,25.4,0
22927,BX697,25.3,-0.00625
23828,BGX6,0,0.006385664
23829,BGX6,0.35,0.023163468
23830,BGX6,0.3,-0.001779359
23831,BGX6,0.35,0.001781896
23832,BGX6,0.16,-0.006780871
23833,BGX6,0.08,-0.002851033
23834,BGX6,0.03,-0.001778726
23835,BGX6,0.08,0.001783167
23836,BGX6,0.14,0.003717472
23837,BGX6,0.4,0.014031301
23838,BGX6,0.3,-0.003473428
23839,BGX6,0.33,0.001027046
23840,BGX6,0.37,0.001382648
23841,BGX6,0.4,0.001030928
23842,BGX6,0.4,0
23843,BGX6,0.43,0.001032702
23844,BGX6,0.47,0.001384083
23845,BGX6,0.5,0.001042391
23846,BGX6,0.47,-0.001032702
23847,BGX6,0.45,-0.000693481
23848,BGX6,0.43,-0.000692761
23849,BGX6,0.4,-0.001031992
23850,BGX6,0.45,0.001717623
23851,BGX6,0.5,0.001729505
23852,BGX6,0.55,0.001722356
23853,BGX6,0.6,0.001745201
23854,BGX6,0.57,-0.001037344
23855,BGX6,0.53,-0.00137741
23856,BGX6,0.5,-0.001037344
23857,BGX6,0.62,0.004160888
23858,BGX6,0.74,0.004132231
23859,BGX6,0.86,0.004149378
23860,BGX6,0.84,-0.000693481
23861,BGX6,0.82,-0.000688468
23862,BGX6,0.8,-0.000691324
23863,BGX6,0.5,-0.01039141
23864,BGX6,0.5,0
23865,BGX6,0.5,0
23866,BGX6,0.45,-0.001734305
23867,BGX6,0.4,-0.001735509
23868,BGX6,0.4,0
23869,BGX6,0.4,0
23870,BGX6,0.5,0.003427005
23871,BGX6,0.6,0.003475843
23872,BGX6,0.6,0
23873,BGX6,0.6,0
23874,BGX6,0.55,-0.00172117
23875,BGX6,0.5,-0.001732502
23876,BGX6,0.6,0.003473428
23877,BGX6,0.7,0.003461405
23878,BGX6,0.7,0
23879,BGX6,0.7,0
23880,BGX6,0.65,-0.001727116
23881,BGX6,0.6,-0.001730104
23882,BGX6,0.75,0.005183138
23883,BGX6,0.9,0.005163511
23884,BGX6,0.95,0.001736714
23885,BGX6,1,0.001730703
23886,BGX6,1.05,0.00172831
23887,BGX6,1.1,0.001730104
23888,BGX6,1.2,0.003461405
23889,BGX6,1.3,0.003439972
23890,BGX6,1.3,0
23891,BGX6,1.3,0
23892,BGX6,1.3,0
23893,BGX6,1.3,0
23894,BGX6,1.5,0.00691085
23895,BGX6,1.7,0.006887052
23896,BGX6,1.75,0.001724138
23897,BGX6,1.8,0.001721763
23898,BGX6,2.1,0.010284539
23899,BGX6,2.2,0.003473428
23900,BGX6,2,-0.006877579
23901,BGX6,2.15,0.005165289
23902,BGX6,2.1,-0.001738526
23903,BGX6,2.4,0.010366275
23904,BGX6,2.1,-0.010387812
23905,BGX6,2.1,0
23906,BGX6,2.1,0
23907,BGX6,2.35,0.008608815
23908,BGX6,2.3,-0.001729505
23909,BGX6,2.25,-0.001711743
23910,BGX6,2.2,-0.001729505
23911,BGX6,2.22,0.000697593
23912,BGX6,2.25,0.001034483
23913,BGX6,2.28,0.001036986
23914,BGX6,2.3,0.000695894
23915,BGX6,2.35,0.001727116
23916,BGX6,2.4,0.001737318
23917,BGX6,2.4,0
23918,BGX6,2.5,0.006105006
23919,BGX6,2.41,-0.003828158
23920,BGX6,2.3,-0.003816794
23921,BGX6,2.5,0.006896552
23922,BGX6,3,0.017146776
23923,BGX6,1.7,-0.04476584
23924,BGX6,0.9,-0.027624309
23925,BGX6,0.9,0
23926,BGX6,0.9,0
23927,BGX6,0.8,-0.003461405
23928,BGX6,0.7,-0.003463803
23929,BGX6,1.1,0.013816926
23930,BGX6,1.2,0.003356831
23931,BGX6,1.1,-0.003466205
23932,BGX6,1.1,0
23933,BGX6,1.4,0.010359116
23934,BGX6,1.8,0.013816926
23935,BGX6,1.6,-0.006927607
23936,BGX6,1.8,0.006925208
23937,BGX6,1.8,0
23938,BGX6,2.5,0.024204703
23939,BGX6,2.4,-0.003448276
23940,BGX6,3,0.020797227
23941,BGX6,4,0.034246575
23942,BGX6,4.2,0.020746888
23943,BGX6,5.1,0.09375
23944,BGX6,6.2,0.114942529
23945,BGX6,7.2,0.103092784
23946,BGX6,8.3,0.114583333
23947,BGX6,9.1,0.082304527
23948,BGX6,10.5,0.144329897
23949,BGX6,11.8,0.133744856
23950,BGX6,13.4,0.164102564
23951,BGX6,14.8,0.145681582
23952,BGX6,16.3,0.15641293
23953,BGX6,18,0.174897119
23954,BGX6,19.5,0.156903766
23955,BGX6,20.8,0.135557873
23956,BGX6,22,0.12526096
23957,BGX6,23.7,0.177638454
23958,BGX6,25,0.134994808
23959,BGX6,26.6,0.164102564
23960,BGX6,30,0.117039587
23961,BGX6,32,0.069300069
23962,BGX6,33.3,0.043874452
23963,BGX6,34.4,0.038075459
23964,BGX6,34.9,0.017349063
23965,BGX6,35.2,0.053956835
23966,BGX6,35.3,0.003463803
23967,BGX6,35.4,0.003443526
23968,BGX6,35.2,-0.006879945
23969,BGX6,34.2,-0.034818942
23970,BGX6,33.4,-0.02752925
23971,BGX6,31.4,-0.102880658
23972,BGX6,30.5,-0.092975207
23973,BGX6,30.8,0.015440041
23974,BGX6,30.3,-0.051440329
23975,BGX6,30.8,0.017313019
23976,BGX6,31.1,0.030959752
23977,BGX6,31.2,0.005194805
23978,BGX6,32.5,0.06795609
23979,BGX6,32.7,0.020768432
23980,BGX6,32.8,0.005138746
23981,BGX6,33.3,0.017199862
23982,BGX6,33.6,0.031152648
23983,BGX6,33.6,0
23984,BGX6,33.3,-0.062761506
23985,BGX6,34.6,0.045486354
23986,BGX6,34.6,0
23987,BGX6,34.2,-0.013783598
23988,BGX6,34.4,0.006884682
23989,BGX6,35,0.020761246
23990,BGX6,35.4,0.013812155
23991,BGX6,36.2,0.027729636
23992,BGX6,36.2,0
23993,BGX6,36.1,-0.003436426
23994,BGX6,36.2,0.003448276
23995,BGX6,36.3,0.003447087
23996,BGX6,36.3,0
23997,BGX6,37,0.024104683
23998,BGX6,37,0
23999,BGX6,37.1,0.003459011
24000,BGX6,37.1,0
24001,BGX6,36.4,-0.02412961
24002,BGX6,36.2,-0.006930007
24003,BGX6,35.3,-0.046656299
24004,BGX6,36.6,0.045201669
24005,BGX6,37,0.013986014
24006,BGX6,37,0
24007,BGX6,36.3,-0.074468085
24008,BGX6,36.2,-0.003858025
24009,BGX6,37.41,0.042605634
24010,BGX6,39.14,0.060278746
24011,BGX6,41.05,0.067491166
24012,BGX6,41.83,0.056603774
24013,BGX6,41.93,0.003457815
24014,BGX6,41.63,-0.010402219
24015,BGX6,42,0.012741047
24016,BGX6,41.8,-0.007968127
24017,BGX6,39.98,-0.078924545
24018,BGX6,39.5,-0.079866889
24019,BGX6,42.5,0.103305785
24020,BGX6,41.3,-0.041565639
24021,BGX6,42.6,0.044967139
24022,BGX6,42.9,0.010377032
24023,BGX6,43.1,0.00691085
24024,BGX6,43.3,0.006856359
24025,BGX6,43.07,-0.01023587
24026,BGX6,43,-0.010869565
24027,BGX6,43,0
